月份,排名,车型,销量,厂商,售价
202004,26,夏利N7,0,天津一汽,0.00 - 0.00
202004,27,力帆530,0,力帆汽车,0.00 - 0.00
202004,28,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202004,29,悦纳,0,北京现代,7.28 - 9.68
202004,30,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202004,31,江铃E160,0,江铃集团新能源,0.00 - 0.00
202005,1,YARiS L 致炫,7405,广汽丰田,8.58 - 10.38
202005,2,威驰,4810,一汽丰田,7.38 - 9.48
202005,3,Polo,4720,上汽大众,9.09 - 12.49
202005,4,飞度,4687,广汽本田,8.18 - 10.88
202005,5,瑞纳,3791,北京现代,0.00 - 0.00
202005,6,YARiS L 致享,2999,广汽丰田,8.78 - 9.38
202005,7,威驰FS,2190,一汽丰田,7.18 - 9.28
202005,8,赛欧,2142,上汽通用雪佛兰,6.29 - 7.99
202005,9,宝骏310,1729,上汽通用五菱,4.09 - 5.29
202005,10,焕驰,1718,悦达起亚,6.49 - 6.89
202005,11,名爵3,1660,上汽集团,0.00 - 0.00
202005,12,风云2,240,奇瑞汽车,0.00 - 0.00
202005,13,奇瑞E3,198,奇瑞汽车,0.00 - 0.00
202005,14,江淮iEV,84,江淮汽车,9.45 - 9.45
202005,15,悦翔,32,长安汽车,5.19 - 6.79
202005,16,起亚K2,18,悦达起亚,0.00 - 0.00
202005,17,和悦A30,10,江淮汽车,0.00 - 0.00
202005,18,KX CROSS,1,悦达起亚,0.00 - 0.00
202005,19,力帆530,0,力帆汽车,0.00 - 0.00
202005,20,绅宝D20,0,北京汽车,0.00 - 0.00
202005,21,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202005,22,悦纳,0,北京现代,7.28 - 9.68
202005,23,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202005,24,江铃E160,0,江铃集团新能源,0.00 - 0.00
202005,25,力帆330EV,0,力帆汽车,0.00 - 0.00
202005,26,金刚,0,吉利汽车,0.00 - 0.00
202005,27,长安CX20,0,长安汽车,0.00 - 0.00
202005,28,悦翔V3,0,长安汽车,4.39 - 5.29
202005,29,凯翼C3R,0,凯翼汽车,0.00 - 0.00
202005,30,雨燕,0,长安铃木,0.00 - 0.00
202005,31,骊威,0,东风日产,0.00 - 0.00
202005,32,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202005,33,夏利N5,0,天津一汽,0.00 - 0.00
202005,34,威志V2,0,天津一汽,0.00 - 0.00
202005,35,威志V5,0,天津一汽,0.00 - 0.00
202005,36,夏利N7,0,天津一汽,0.00 - 0.00
202006,1,YARiS L 致炫,8656,广汽丰田,8.58 - 10.38
202006,2,威驰,5259,一汽丰田,7.38 - 9.48
202006,3,瑞纳,5082,北京现代,0.00 - 0.00
202006,4,Polo,4346,上汽大众,9.09 - 12.49
202006,5,YARiS L 致享,2969,广汽丰田,8.78 - 9.38
202006,6,赛欧,2696,上汽通用雪佛兰,6.29 - 7.99
202006,7,威驰FS,1881,一汽丰田,7.18 - 9.28
202006,8,宝骏310,1692,上汽通用五菱,4.09 - 5.29
202006,9,悦翔,1659,长安汽车,5.19 - 6.79
202006,10,焕驰,1119,悦达起亚,6.49 - 6.89
202006,11,名爵3,1107,上汽集团,0.00 - 0.00
202006,12,起亚K2,920,悦达起亚,0.00 - 0.00
202006,13,和悦A30,517,江淮汽车,0.00 - 0.00
202006,14,风云2,480,奇瑞汽车,0.00 - 0.00
202006,15,奇瑞E3,230,奇瑞汽车,0.00 - 0.00
202006,16,江淮iEV,59,江淮汽车,9.45 - 9.45
202006,17,飞度,5,广汽本田,8.18 - 10.88
202006,18,雨燕,0,长安铃木,0.00 - 0.00
202006,19,骊威,0,东风日产,0.00 - 0.00
202006,20,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202006,21,夏利N5,0,天津一汽,0.00 - 0.00
202006,22,威志V2,0,天津一汽,0.00 - 0.00
202006,23,威志V5,0,天津一汽,0.00 - 0.00
202006,24,夏利N7,0,天津一汽,0.00 - 0.00
202006,25,力帆530,0,力帆汽车,0.00 - 0.00
202006,26,绅宝D20,0,北京汽车,0.00 - 0.00
202006,27,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202006,28,悦纳,0,北京现代,7.28 - 9.68
202006,29,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202006,30,江铃E160,0,江铃集团新能源,0.00 - 0.00
202006,31,KX CROSS,0,悦达起亚,0.00 - 0.00
202006,32,力帆330EV,0,力帆汽车,0.00 - 0.00
202006,33,金刚,0,吉利汽车,0.00 - 0.00
202006,34,长安CX20,0,长安汽车,0.00 - 0.00
202006,35,悦翔V3,0,长安汽车,4.39 - 5.29
202006,36,凯翼C3R,0,凯翼汽车,0.00 - 0.00
202007,1,YARiS L 致炫,9617,广汽丰田,8.58 - 10.38
202007,2,威驰,5243,一汽丰田,7.38 - 9.48
202007,3,瑞纳,3876,北京现代,0.00 - 0.00
202007,4,Polo,3459,上汽大众,9.09 - 12.49
202007,5,YARiS L 致享,2701,广汽丰田,8.78 - 9.38
202007,6,悦翔,2511,长安汽车,5.19 - 6.79
202007,7,悦纳,2092,北京现代,7.28 - 9.68
202007,8,威驰FS,1777,一汽丰田,7.18 - 9.28
202007,9,宝骏310,1584,上汽通用五菱,4.09 - 5.29
202007,10,焕驰,1451,悦达起亚,6.49 - 6.89
202007,11,名爵3,699,上汽集团,0.00 - 0.00
202007,12,奇瑞E3,359,奇瑞汽车,0.00 - 0.00
202007,13,中华H220,336,华晨中华,0.00 - 0.00
202007,14,江淮iEV,175,江淮汽车,9.45 - 9.45
202007,15,飞度,2,广汽本田,8.18 - 10.88
202007,16,凯翼C3,0,凯翼汽车,0.00 - 0.00
202007,17,雨燕,0,长安铃木,0.00 - 0.00
202007,18,凯翼C3R,0,凯翼汽车,0.00 - 0.00
202007,19,风云2,0,奇瑞汽车,0.00 - 0.00
202007,20,长安CX20,0,长安汽车,0.00 - 0.00
202007,21,骊威,0,东风日产,0.00 - 0.00
202007,22,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202007,23,夏利N5,0,天津一汽,0.00 - 0.00
202007,24,赛欧,0,上汽通用雪佛兰,6.29 - 7.99
202007,25,威志V2,0,天津一汽,0.00 - 0.00
202007,26,起亚K2,0,悦达起亚,0.00 - 0.00
202007,27,威志V5,0,天津一汽,0.00 - 0.00
202007,28,夏利N7,0,天津一汽,0.00 - 0.00
202007,29,和悦A30,0,江淮汽车,0.00 - 0.00
202007,30,力帆530,0,力帆汽车,0.00 - 0.00
202007,31,绅宝D20,0,北京汽车,0.00 - 0.00
202007,32,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202007,33,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202007,34,江铃E160,0,江铃集团新能源,0.00 - 0.00
202007,35,KX CROSS,0,悦达起亚,0.00 - 0.00
202007,36,力帆330EV,0,力帆汽车,0.00 - 0.00
202007,37,金刚,0,吉利汽车,0.00 - 0.00
202007,38,悦翔V3,0,长安汽车,4.39 - 5.29
202007,39,欧力威,0,长安汽车,0.00 - 0.00
202008,1,YARiS L 致炫,6594,广汽丰田,8.58 - 10.38
202008,2,Polo,5180,上汽大众,9.09 - 12.49
202008,3,威驰,4051,一汽丰田,7.38 - 9.48
202008,4,YARiS L 致享,2697,广汽丰田,8.78 - 9.38
202008,5,飞度,2378,广汽本田,8.18 - 10.88
202008,6,瑞纳,2236,北京现代,0.00 - 0.00
202008,7,悦纳,1651,北京现代,7.28 - 9.68
202008,8,名爵3,1607,上汽集团,0.00 - 0.00
202008,9,焕驰,1493,悦达起亚,6.49 - 6.89
202008,10,宝骏310,1305,上汽通用五菱,4.09 - 5.29
202008,11,威驰FS,1267,一汽丰田,7.18 - 9.28
202008,12,悦翔,1017,长安汽车,5.19 - 6.79
202008,13,赛欧,1005,上汽通用雪佛兰,6.29 - 7.99
202008,14,奇瑞E3,472,奇瑞汽车,0.00 - 0.00
202008,15,绅宝D20,250,北京汽车,0.00 - 0.00
202008,16,风云2,240,奇瑞汽车,0.00 - 0.00
202008,17,和悦A30,39,江淮汽车,0.00 - 0.00
202008,18,江淮iEV,20,江淮汽车,9.45 - 9.45
202008,19,力帆530,0,力帆汽车,0.00 - 0.00
202008,20,中华H220,0,华晨中华,0.00 - 0.00
202008,21,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202008,22,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202008,23,江铃E160,0,江铃集团新能源,0.00 - 0.00
202008,24,KX CROSS,0,悦达起亚,0.00 - 0.00
202008,25,力帆330EV,0,力帆汽车,0.00 - 0.00
202008,26,金刚,0,吉利汽车,0.00 - 0.00
202008,27,长安CX20,0,长安汽车,0.00 - 0.00
202008,28,悦翔V3,0,长安汽车,4.39 - 5.29
202008,29,雨燕,0,长安铃木,0.00 - 0.00
202008,30,凯翼C3R,0,凯翼汽车,0.00 - 0.00
202008,31,欧力威,0,长安汽车,0.00 - 0.00
202008,32,骊威,0,东风日产,0.00 - 0.00
202008,33,凯翼C3,0,凯翼汽车,0.00 - 0.00
202008,34,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202008,35,欧力威EV,0,长安汽车,0.00 - 0.00
202008,36,夏利N5,0,天津一汽,0.00 - 0.00
202008,37,全界Q1,0,云雀汽车,6.98 - 7.58
202008,38,威志V2,0,天津一汽,0.00 - 0.00
202008,39,起亚K2,0,悦达起亚,0.00 - 0.00
202008,40,威志V5,0,天津一汽,0.00 - 0.00
202008,41,夏利N7,0,天津一汽,0.00 - 0.00
202009,1,飞度,12638,广汽本田,8.18 - 10.88
202009,2,YARiS L 致炫,8547,广汽丰田,8.58 - 10.38
202009,3,Polo,5828,上汽大众,9.09 - 12.49
202009,4,威驰,5717,一汽丰田,7.38 - 9.48
202009,5,悦翔,3931,长安汽车,5.19 - 6.79
202009,6,悦纳,2910,北京现代,7.28 - 9.68
202009,7,焕驰,2665,悦达起亚,6.49 - 6.89
202009,8,宝骏310,2102,上汽通用五菱,4.09 - 5.29
202009,9,YARiS L 致享,2061,广汽丰田,8.78 - 9.38
202009,10,威驰FS,1745,一汽丰田,7.18 - 9.28
202009,11,赛欧,997,上汽通用雪佛兰,6.29 - 7.99
202009,12,和悦A30,559,江淮汽车,0.00 - 0.00
202009,13,名爵3,542,上汽集团,0.00 - 0.00
202009,14,奇瑞E3,411,奇瑞汽车,0.00 - 0.00
202009,15,瑞纳,98,北京现代,0.00 - 0.00
202009,16,江淮iEV,60,江淮汽车,9.45 - 9.45
202009,17,力帆530,0,力帆汽车,0.00 - 0.00
202009,18,中华H220,0,华晨中华,0.00 - 0.00
202009,19,绅宝D20,0,北京汽车,0.00 - 0.00
202009,20,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202009,21,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202009,22,江铃E160,0,江铃集团新能源,0.00 - 0.00
202009,23,KX CROSS,0,悦达起亚,0.00 - 0.00
202009,24,力帆330EV,0,力帆汽车,0.00 - 0.00
202009,25,雨燕,0,长安铃木,0.00 - 0.00
202009,26,风云2,0,奇瑞汽车,0.00 - 0.00
202009,27,骊威,0,东风日产,0.00 - 0.00
202009,28,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202009,29,夏利N5,0,天津一汽,0.00 - 0.00
202009,30,威志V2,0,天津一汽,0.00 - 0.00
202009,31,起亚K2,0,悦达起亚,0.00 - 0.00
202009,32,威志V5,0,天津一汽,0.00 - 0.00
202009,33,夏利N7,0,天津一汽,0.00 - 0.00
202010,1,飞度,11662,广汽本田,8.18 - 10.88
202010,2,YARiS L 致炫,8480,广汽丰田,8.58 - 10.38
202010,3,瑞纳,5903,北京现代,0.00 - 0.00
202010,4,Polo,5150,上汽大众,9.09 - 12.49
202010,5,威驰,4494,一汽丰田,7.38 - 9.48
202010,6,焕驰,3783,悦达起亚,6.49 - 6.89
202010,7,悦纳,3201,北京现代,7.28 - 9.68
202010,8,赛欧,3000,上汽通用雪佛兰,6.29 - 7.99
202010,9,威驰FS,2360,一汽丰田,7.18 - 9.28
202010,10,宝骏310,2047,上汽通用五菱,4.09 - 5.29
202010,11,名爵3,1690,上汽集团,0.00 - 0.00
202010,12,悦翔,1482,长安汽车,5.19 - 6.79
202010,13,YARiS L 致享,890,广汽丰田,8.78 - 9.38
202010,14,奇瑞E3,534,奇瑞汽车,0.00 - 0.00
202010,15,和悦A30,506,江淮汽车,0.00 - 0.00
202010,16,江淮iEV,32,江淮汽车,9.45 - 9.45
202010,17,绅宝D20,14,北京汽车,0.00 - 0.00
202010,18,中华H220,0,华晨中华,0.00 - 0.00
202010,19,乐风RV,0,上汽通用雪佛兰,7.49 - 9.99
202010,20,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
202010,21,江铃E160,0,江铃集团新能源,0.00 - 0.00
202010,22,KX CROSS,0,悦达起亚,0.00 - 0.00
202010,23,力帆330EV,0,力帆汽车,0.00 - 0.00
202010,24,雨燕,0,长安铃木,0.00 - 0.00
202010,25,风云2,0,奇瑞汽车,0.00 - 0.00
202010,26,骊威,0,东风日产,0.00 - 0.00
202010,27,晶锐,0,上汽大众斯柯达,0.00 - 0.00
202010,28,夏利N5,0,天津一汽,0.00 - 0.00
202010,29,威志V2,0,天津一汽,0.00 - 0.00
202010,30,起亚K2,0,悦达起亚,0.00 - 0.00
202010,31,威志V5,0,天津一汽,0.00 - 0.00
202010,32,夏利N7,0,天津一汽,0.00 - 0.00
202010,33,力帆530,0,力帆汽车,0.00 - 0.00
202011,1,飞度,10825,广汽本田,8.18 - 10.88
202011,2,YARiS L 致炫,7888,广汽丰田,8.58 - 10.38
202011,3,Polo,5239,上汽大众,9.09 - 12.49
202011,4,威驰,5061,一汽丰田,7.38 - 9.48
